black won,462,1. d1-d3 f8-i8 2. d11-d9 h6-h3 3. f2-i2 g7-g10 4. h11-h10xg10 g6-g10 5. d9-g9xg10 f7-j7 6. k8-j8xj7 f6-f9 7. b6-b9 h3-h9xg9 8. h1-h8xh9xi8 f9-j9 9. h10-j10 e7-j7xj8 10. a7-i7xj7 j9-c9 11. g11-g9 c9-c11 12. b9-b11 e5-b5 13. h8-c8 b5-b9 14. a8-a9 c11-c10 15. b11-b10 c10-c11 16. b10-b11 d6-d11 17. c8-c9xb9 e6-c6 18. f10-c10 resigned
white won,463,1. h1-h3 f8-i8 2. j6-j10 d6-d3 3. f2-b2 e7-b7 4. a8-b8xb7 e6-e10 5. b8-b10 f6-c6 6. d1-c1 c6-c11 7. b10-b11 c11-c9 8. b11-b9 c9-k9 9. j10-k10 k9-j9 10. resigned
black won,464,1. d1-d3 f8-i8 2. f10-i10 d6-d9 3. j6-j9 e7-c7 4. d11-c11 d9-b9 5. a8-a9 e6-e9 6. c11-c9xb9 f6-d6 7. b6-b10 i8-i1 8. k4-j4 f4-f3 9. j4-j1xi1 c7-c2 10. a4-f4xf5xf3 d6-d4 11. e1-c1 d4-a4 12. d3-a3 c2-a2xa3 13. f2-b2 a4-c4 14. a5-a3xa2xa2 c4-c3 15. h1-h3 e5-e2 16. g1-g2 h6-i6 17. f4-i4 f7-b7 18. c9-c7xb7 e9-c9 19. e11-c11 resigned
white won,465,1. h11-h9 d6-d3 2. a4-c4 e5-c5 3. b6-c6xc5 f5-c5 4. a5-b5 d3-c3xc4 5. d1-d4 e7-c7xc6 6. a8-c8 e6-e9 7. d11-d9 f6-e6 8. e1-e2 e6-e3 9. j6-j3 e3-i3 10. f2-i2 i3-i11 11. j3-j11 i11-i9 12. g11-i11 g7-g9xh9 13. k8-k9 i9-j9 14. k5-j5 j9-j10 15. resigned
white won,466,1. h1-h3 h6-h9 2. d11-d9 d6-d3 3. a4-c4 f4-i4 4. f10-i10 g5-g3 5. h3-i3 f5-i5 6. f2-h2 d3-b3 7. d1-d3 e5-e3 8. c4-c3 i4-a4 9. a5-c5 f6-f4 10. d9-d4 f4-j4 11. g1-j1 j4-j2 12. k4-k2 j2-i2 13. f1-i1 i5-i4xi3 14. k5-k3 g3-g2xh2 15. k3-f3xe3 g6-g3 16. k6-k3 e6-e3xf3 17. e1-e2 e7-e4 18. b6-b4 f7-f1 19. e2-b2xb3 i2-j2 20. j6-h6 j2-j11 21. a6-g6 j11-k11
black won,467,1. d1-d3 f8-i8 2. d11-d9 h6-h9 3. f10-i10 g5-g3 4. k5-j5 i8-i1 5. j5-j1xi1 f5-k5 6. k4-k3 f4-k4 7. h1-i1 f6-f4 8. a4-c4 e5-b5 9. a7-c7 b5-b2 10. f2-d2 f4-f2 11. j1-j2 f2-e2 12. c4-c2 k4-a4 13. d3-a3xa4 e2-e3 14. e1-e2 e3-b3 15. f1-b1 h9-h1 16. f11-f8xf7 e7-f7 17. g1-f1 g6-g4 18. a5-a4 g3-g1 19. a6-a5 b3-i3 20. f8-i8 f7-f9 21. h11-h9 e6-h6 22. a3-b3xb2 i3-i7 23. k7-j7 g7-g10 24. b6-b10 i7-d7 25. c7-c9 d7-d8 26. d9-d10 f9-f11 27. k3-k4xk5 g10-h10 28. g11-h11xh10 d8-f8 29. h11-g11xf11 f8-f3 30. j6-j3 timeout
black won,468,1. a8-c8 h6-h3 2. k8-i8 f4-i4 3. g1-g2 g5-j5 4. i8-i5xj5 g6-i6xi5 5. h11-h6xi6 f5-h5 6. f2-f4 g7-h7xh6 7. g11-g9 f6-i6 8. f10-i10 i4-i1 9. k5-i5 i1-i4xi5 10. g2-i2 i6-i9 11. f11-i11 i9-k9 12. i10-k10 f8-j8 13. c8-f8xf7 h7-h11 14. e11-g11xh11 h5-h11 15. k7-i7 j8-j11xi11 16. i7-i11xh11xj11 h3-h11 17. i2-j2 k9-k7 18. g9-k9 e5-k5xk6 19. h1-i1 k7-j7 20. k10-j10 k5-j5xj6 21. a7-d7 e7-i7 22. a5-d5xd6 e6-k6 23. j2-j4 i4-i6 24. f8-j8 h11-h9 25. i11-i9 j5-k5 26. k9-k7 i6-i2 27. d7-h7 i7-i3 28. b6-j6 i3-i6xj6 29. f4-i4 timeout
white won,469,1. h1-h3 d6-d9 2. a4-c4 f8-c8 3. e11-e10 g7-j7 4. k5-j5 f7-i7 5. k8-j8xj7 h6-h9 6. k7-k9 d9-a9 7. d11-d9 c8-c10 8. f11-c11 f6-f8 9. d9-c9xc10 f8-b8 10. e10-b10 e6-d6 11. c9-d9 b8-b9 12. j6-h6xg6 b9-c9 13. d9-d10 e7-e10 14. d10-c10 g5-g10xf10 15. g1-g9xg10 f5-f9xg9 16. j8-j10 f9-f11 17. c11-e11xf11 d6-d11 18. c10-c11xd11 c9-c10 19. d1-d9 a9-a10xb10 20. b6-b10 a10-a9 21. b10-a10xa9 c10-b10 22. c11-b11 b10-b1 23. d9-e9xe10 b1-a1
white won,470,1. h1-h3 f4-i4 2. k8-i8 g5-g3 3. h3-i3 f5-i5 4. d1-d3 h6-h2 5. i3-i2 f6-f4 6. a4-c4 f4-h4 7. j6-j3 h4-h9 8. d11-d9 h9-k9 9. f10-k10 k9-i9 10. k10-i10 g7-i7xi8 11. k7-k9 i9-j9 12. i10-j10 i7-i11 13. j10-j11xi11 j9-j10 14. g1-g2xh2 j10-k10 15. c4-g4xg3 k10-k11
white won,471,1. a4-c4 h6-h9 2. f10-i10 f8-i8 3. j6-j9 g5-g2 4. e1-e3 g2-j2 5. k4-k2 g6-g3 6. f2-i2xj2 g3-k3xk2 7. h1-j1 f6-j6 8. j1-j2 j6-j3 9. g1-j1 h9-h1 10. j1-i1 k3-k4 11. f1-g1xh1 j3-k3 12. j2-k2 k3-f3 13. k2-k3xk4 d6-d3xe3 14. c4-c3 f4-b4 15. c3-b3 e5-b5 16. b6-b10 f3-f2 17. d1-d2 f2-f1 18. d2-d1 f5-c5 19. i2-c2 d3-h3 20. g1-g2 f1-g1 21. g2-j2 e6-e1 22. a5-a4 f7-f2 23. d11-d4 g7-g2 24. j2-h2 i8-i2xh2 25. k3-i3xi2 h3-h1
white won,472,1. h1-h3 d6-d3 2. f2-c2 f4-i4 3. g1-g2 e5-b5 4. a4-b4xb5 f5-b5 5. c2-c5xb5 d3-a3 6. b4-d4 f6-f3 7. d1-d3 f3-g3 8. k4-k3 i4-i3xh3 9. f1-i1 f7-f1 10. j6-j2 f1-g1xg2 11. b6-b2 e6-e3 12. c5-c3 g6-b6 13. a5-b5 b6-b10 14. k8-i8 g5-h5 15. g11-g9 h5-h1 16. b2-e2 f8-c8 17. d11-c11 e7-e9 18. c11-c10 g7-d7 19. a8-a10xb10 e9-a9xa10 20. b5-b10 e3-e5 21. d4-b4 g3-g8 22. e11-c11 c8-c7 23. b4-b8 e5-b5 24. e2-b2 h1-h2 25. d3-d2 d7-d3 26. b2-b3 g8-g4 27. f10-f2 g1-f1 28. f2-e2 g4-a4 29. k7-j7 a3-a2 30. d2-b2 d3-d1xe1 31. e2-c2 a9-f9 32. b3-a3xa2xa2 h6-h9xg9 33. k6-k9 a4-g4 34. k5-e5 h2-e2 35. c2-c1 h9-h1 36. c3-g3 f1-g1 37. g3-f3 g4-f4 38. f3-g3 c7-h7 39. e5-h5 g1-g2 40. h5-f5 f4-f3 41. timeout
black won,473,1. d1-d3 f4-c4 2. e1-e3 f8-i8 3. j6-j9 g5-j5 4. k4-i4 h6-h3 5. k5-k3 j5-j2 6. h1-j1 g7-g10 7. h11-h10xg10 f7-g7 8. f10-c10 f6-f9 9. b6-b9 f9-i9 10. h10-i10 j2-k2 11. k3-i3 i9-h9 12. k6-k3xk2 h9-h11 13. i10-i11 h11-h10 14. i11-i10 f5-j5 15. g1-g3xh3 h10-h4 16. i4-j4 h4-h11 17. i10-i11 g6-j6 18. k8-k9 h11-h2 19. j1-j2 c4-c1 20. a5-b5 h2-i2 21. f1-i1 i2-g2 22. g3-f3 g2-g1 23. b5-b1 g1-d1 24. f2-c2 d1-d2 25. d3-c3 c1-f1 26. b1-d1 d2-h2 27. k3-k5 j5-g5 28. j2-i2 h2-h1 29. e3-e1 j6-k6 30. k7-k8 g5-g2 31. k8-k7xk6 e5-b5 32. c3-b3 e6-e4 33. i11-i9 d6-d3 34. k7-i7xi8 e4-e3 35. f3-h3 g7-g3 36. i2-h2 f1-f2 37. g11-g8 resigned
black won,474,1. h1-h3 d6-d3 2. a5-b5 f8-c8 3. e11-e10 e5-e2 4. g1-g2 e6-e3 5. a4-c4 f6-c6 6. e10-c10 c6-c5 7. a6-a3 e2-b2 8. a3-c3 b2-b3xc3 9. a7-a3 d3-c3xc4 10. f2-b2 c3-c1 11. b5-b4xb3 c5-b5 12. b6-b9 e3-b3xb4 13. h3-c3xb3 f4-c4 14. k4-h4 g6-a6 15. f1-f4xf5 e7-b7 16. c3-b3 c4-a4 17. d11-d6 g5-c5 18. k8-d8 c8-c6 19. e1-e6 a6-a7 20. k5-d5 c1-c4 21. b3-b4 c4-c3 22. b4-b3 c3-c4 23. b3-b4 f7-c7 24. f4-f3 b5-b6 25. b4-b5xc5 a7-a5 26. b9-b8 c4-c5xb5 27. a8-a7 a5-a6 28. g2-c2 b6-b3 29. f3-c3 b3-b4 30. h4-c4 g7-g4 31. d1-d4 b4-b3 32. c4-b4
white won,475,1. h1-h3 f4-i4 2. k8-i8 g5-g2 3. f2-c2 f8-c8 4. d11-d9 e7-e9 5. f10-c10 g6-g3 6. f1-f3xg3 g7-g3 7. h3-h1 e5-e3xf3 8. j6-j3 h6-h2 9. k4-j4 i4-i1 10. j3-j1xi1 f6-j6 11. c10-j10 j6-j9 12. k7-k9 j9-i9 13. h11-i11 f7-i7xi8 14. h1-i1 c8-c9xd9 15. b6-b9 e9-e10 16. f11-f9 i7-d7 17. f9-e9xe10 i9-i2 18. j4-j2 g3-k3 19. a4-k4 k3-k2xj2 20. j10-j2 i2-i10 21. k9-k10 i10-a10 22. k4-k3xk2xk2 a10-a11
white won,476,1. h1-h3 f4-c4 2. d11-d9 e5-e3 3. b6-b3 f5-b5 4. a8-c8 c4-c2 5. a4-a2 f6-f4 6. a2-b2 f4-i4 7. f10-i10 i4-i1 8. j6-j1 i1-i3 9. j1-j3 e3-g3xh3 10. f2-i2 h6-h1 11. i2-i1xh1 i3-i2 12. k4-k2 i2-i9 13. k8-k9 f8-j8 14. k9-j9 j8-k8 15. j9-k9xk8 i9-j9 16. i10-j10 j9-j4 17. k5-k3 c2-j2xj3 18. i1-j1 j4-i4 19. g1-i1 i4-i11 20. j10-j11 i11-i10 21. j11-j10 i10-a10 22. j10-j3xj2 a10-a11
black won,477,1. d1-d3 f8-i8 2. j6-j9 g7-j7 3. f10-i10 e7-b7 4. a8-b8xb7 f7-b7 5. a5-c5 f6-f10 6. c5-c10 e5-b5xb6 7. a7-a9 f5-c5 8. a6-b6xb7 j7-b7xb6 9. f2-b2 e6-e9 10. b8-b9 f10-f6 11. e1-c1 d6-a6 12. d3-i3 f6-b6 13. a9-a8 b5-a5 14. c1-c4 g6-c6 15. b2-b5 c5-d5 16. b5-b3 a6-a7 17. f1-f3 d5-b5 18. d11-d5 b6-a6 19. f11-f5xf4 e9-e5xf5 20. f3-f5xe5 c6-c7 21. d5-d6 b5-e5xf5 22. g1-g4 h6-e6 23. g11-g6xg5 a6-c6xd6 24. g4-d4 e6-d6 25. c4-c5 i8-d8 26. e11-d11 d8-d7 27. b3-b5 e5-e3 28. b5-b3 b7-b5 29. c5-c2 c7-b7 30. c10-c7 d7-d8 31. c7-c10 d8-c8 32. k5-d5 d6-d7 33. i3-f3 c6-b6 34. d4-d3xe3 c8-c5 35. c10-c7 d7-d8 36. c7-c9 b6-e6 37. d5-e5 d8-d6 38. k7-e7 d6-b6 39. d3-d6
black won,478,1. h1-h3 h6-h9 2. k8-i8 g5-i5 3. a4-c4 g6-i6 4. k4-i4 g7-i7 5. i8-i9 h9-c9 6. k5-j5 f6-g6 7. g1-g3 g6-g10 8. h11-h10 e7-e10xf10 9. b6-b10 f8-j8 10. k7-k10 i7-k7 11. k10-k8xk7 j8-j10 12. i9-i10 f7-k7 13. j6-j9 g10-g8 14. g11-j11xj10 g8-b8 15. a5-b5 c9-c11 16. j9-b9 b8-g8 17. j11-j9 d6-d3 18. h3-h5xi5 d3-b3 19. a6-d6xe6 e10-e6 20. b10-b11xc11 g8-c8 21. h10-c10 c8-c6xd6 22. d11-d6xe6 c6-a6 23. b5-a5 a6-b6 24. c4-a4 b3-a3 25. f2-b2 b6-c6 26. g3-c3 resigned
white won,479,1. h1-h3 d6-d3 2. a4-c4 f8-c8 3. d11-d9 e7-e10 4. f10-i10 f7-c7 5. h11-h9 e6-e9 6. f11-f9xe9 e5-e9 7. d9-d11 g7-g9xf9 8. b6-b9 c8-c11 9. a5-b5 f5-c5 10. c4-c3 f6-b6 11. k8-b8 f4-b4xb5 12. e1-e3xd3 b4-i4 13. f2-b2 i4-i9xh9 14. j6-j9 b6-d6 15. b9-b11xc11 c7-c11xb11 16. b8-b11xc11 c5-c11xb11 17. b2-b10 d6-d2 18. b10-b11xc11 d2-a2 19. b11-b2 a2-a1
white won,480,1. a4-c4 h6-h3 2. k8-i8 e7-b7 3. a8-b8xb7 f7-c7 4. d11-d9 d6-d2 5. d9-d3xd2 f8-d8 6. b8-b9 f6-f9 7. e11-d11 e6-e11 8. d11-d10 f9-k9 9. f10-k10 k9-d9 10. k7-k9 e11-d11xd10 11. b6-b8 d9-d10 12. b9-b10 e5-e11 13. a7-a9 f5-f9 14. a9-b9 c7-c10 15. b9-d9 d8-e8 16. d3-d8 c10-c8xd8 17. d1-d8xc8 f4-f8 18. h11-h10 g6-c6 19. b8-c8 g7-a7 20. f2-b2 d10-c10 21. d9-a9 f9-c9 22. c8-a8xa7 c6-c8xd8 23. a9-b9 e8-e10 24. k9-d9xc9 c10-c11 25. b10-b11 e10-b10 26. a8-a10 c11-c10 27. b11-c11 b10-b11xc11xc11 28. c4-c7 b11-b10 29. resigned
white won,481,1. d1-d3 f4-c4 2. h11-h9 e5-e3 3. d3-c3 f5-c5 4. f2-d2 d6-d9 5. b6-b9 e6-b6 6. a4-b4 f6-f2 7. h1-h2 e3-i3 8. k8-i8 c4-j4 9. i8-i4xj4 g5-i5xi4 10. k4-i4 f2-f3 11. j6-j3 i3-i1 12. i4-i3 f3-h3 13. h2-i2 g6-g4 14. k5-k4 h6-j6 15. f10-i10 f8-k8 16. g11-h11 k8-k9 17. a8-f8xf7 h3-h8 18. i10-i6xj6 h8-j8 19. h11-j11 j8-j10 20. i3-i4xi5 j10-k10 21. i6-c6xb6 k10-k11
white won,482,1. h1-h3 f8-i8 2. k4-i4 g7-g10 3. e11-e10 f7-j7 4. h11-h9 f6-f9 5. d11-d9 f9-g9 6. h9-j9 i8-i11 7. k8-k10 g9-i9 8. d9-g9xg10 i9-i10 9. f10-h10 i10-j10 10. resigned
white won,483,1. e1-e2 f8-c8 2. d11-c11 e7-e10 3. f10-i10 f7-b7 4. a8-b8xb7 f6-f9 5. a7-a9 f9-b9 6. resigned
black won,484,1. j6-j10 d6-d3 2. b6-b3 f8-c8 3. f10-c10 h6-h9 4. g1-g2 g7-g9 5. k8-k9 g9-a9 6. e11-e9 f7-f9 7. e9-c9 g6-g10 8. k4-i4 f6-j6 9. k5-j5 d3-j3 10. g2-j2 j3-j4xj5 11. k6-k4xj4 j6-j3 12. k4-k3 g5-i5 13. h11-i11 j3-i3xi4 14. h1-i1 e6-k6 15. a7-c7xc8 h9-h8 16. i11-i8 g10-g2 17. e1-e3 i3-h3 18. c10-a10xa9 g2-g8 19. g11-i11 f5-f7 20. a10-e10 f4-c4 21. f2-c2 f7-f3 22. a8-d8 h3-h2 23. e3-e2 f3-d3 24. d1-d2 d3-d6 25. c9-e9 e7-j7 26. i8-k8 f9-f4 27. i11-i7xj7 resigned
white won,485,1. h1-h3 d6-d3 2. f10-c10 h6-h9 3. k4-i4 e5-b5 4. a4-b4xb5 f5-b5 5. c10-c5xb5 e7-c7 6. b6-c6 f8-c8 7. f11-f10 e6-e9 8. a7-b7 f7-d7 9. k8-i8 g6-h6 10. k5-i5 d7-d10 11. e11-e10 e9-a9 12. b7-b10 c7-a7xa8 13. b10-c10xd10 g7-b7 14. c10-c9 c8-b8 15. e10-b10 a9-b9 16. d11-d9 f6-e6 17. c9-c11 e6-e10 18. g11-g10 e10-c10 19. c6-c9 a7-a10xb10 20. resigned
white won,486,1. d1-d3 f8-c8 2. h11-h9 e7-e9 3. b6-b9 f4-i4 4. k8-i8 e5-e2 5. d3-d2xe2 e6-e2 6. a4-c4 g5-g2xf2 7. j6-j3 d6-d10 8. a8-b8 f6-d6 9. f1-f2xe2 d6-d3 10. h1-h2xg2 d3-a3 11. d2-a2 a3-c3 12. i8-d8xc8 c3-a3xa2 13. f2-a2 a3-c3 14. a5-a3 f5-c5xc4 15. e1-c1 c3-i3 16. g1-i1 i3-i2 17. j3-j2 g6-g2xh2 18. k7-i7 g2-g3 19. resigned
white won,487,1. f2-c2 h6-h9 2. k7-j7 f4-c4 3. a8-c8 e7-b7 4. b6-b3 g5-j5 5. k4-j4xj5 g6-g2 6. j6-i6 f6-h6 7. f10-i10 f5-i5 8. j4-i4xi5 h9-j9 9. h11-h9 h6-h3 10. k5-k3 h3-j3 11. h1-j1 j3-i3 12. b3-g3xg2 i3-i1xj1 13. j7-j1 i1-i3 14. g1-i1 e5-i5xi4 15. i6-i9 g7-k7 16. k8-k9xj9 i3-j3 17. i9-j9 j3-j2 18. k3-k2 c4-k4 19. g3-k3 i5-k5xk6 20. c8-c7xb7 e6-i6 21. g11-g8 j2-j5 22. a5-d5 f7-j7 23. d11-d7xd6 j5-j6 24. j9-j8 k5-j5 25. e11-e8xf8 j6-k6 26. i10-i7 i6-j6
black won,488,1. d1-d3 g7-g10 2. h11-h10xg10 d6-d9 3. g11-g9 f8-i8 4. k8-j8 h6-h3 5. h10-h8xi8 f7-i7 6. j6-j3 f6-f8 7. a8-c8 f8-g8 8. j8-i8 g8-d8 9. b6-b9 e7-b7 10. f10-c10 b7-b8xc8 11. a5-b5 b8-b7 12. a7-a8 d8-d4 13. e1-e2 d4-b4 14. d3-b3 e6-b6xb5 15. f1-c1 g6-c6 16. e2-c2 i7-i2 17. k4-j4 b4-e4 18. k5-k2 f4-i4 19. k2-j2 e4-e2 20. f2-h2xi2 i4-i2 21. j4-h4xh3 e2-g2xh2 22. h1-h2xi2 f5-f3 23. j3-i3 b7-a7 24. a6-a5 d9-d1 25. g1-e1xd1 g2-g1 26. h2-h1 g5-j5 27. f11-f10 a7-d7 28. k7-j7 d7-d1 29. h4-j4 j5-g5 30. h8-h5 f3-f1xe1 31. k6-g6 g5-g2 32. j7-f7 e5-e3 33. e11-e7 c6-c4 34. j2-h2 b6-d6 35. d11-d7 f1-f2 36. a5-d5xd6 resigned
white won,489,1. k7-j7 f8-i8 2. f10-i10 f4-c4 3. f2-c2 e7-b7 4. a8-b8xb7 f7-b7 5. f11-f9 e5-b5xb6 6. a4-b4 f5-f2 7. k4-f4 g5-g3 8. a6-b6xb7xb5 f2-j2 9. d1-d4xc4 f6-f5 10. k5-h5 f5-g5 11. f4-g4 i8-i5xh5 12. g1-g2xg3 h6-h3 13. h11-h6xg6 g5-h5 14. g4-h4 h3-i3 15. h1-h2 i5-i4 16. j6-j5 g7-g4xh4 17. k6-k3 i3-i1 18. k3-h3 i4-i3 19. g2-g3 h5-i5 20. g11-g5xg4 i5-i4 21. j5-j4 i3-k3 22. k8-k4 i4-i2 23. resigned
black won,490,1. d1-d3 h6-h3 2. k8-i8 g7-j7 3. g11-g9 g5-j5xj6 4. f2-j2 g6-g2 5. k4-k3 j7-j10 6. k7-j7 f5-i5 7. h1-i1 d6-d9 8. a7-b7 f4-c4 9. e1-e2 f6-j6 10. g9-j9 g2-g11 11. h11-j11xj10 g11-i11xj11 12. f11-h11 d9-i9 13. f10-i10xi9 e7-e9 14. j9-j11xi11xi11 f8-c8 15. d11-c11 e9-b9 16. c11-c9 e6-d6 17. a8-a9xb9 j6-e6 18. b7-c7xc8 d6-d10 19. c9-c10 e6-e9 20. j11-j9 e9-b9 21. c10-b10 b9-b7 22. i8-f8xf7 d10-d7xc7 23. e11-c11 e5-b5xb6 24. a4-b4 c4-c1 25. a6-b6xb5 i5-b5xb6 26. k6-b6xb5 b7-c7 27. g1-g3 c7-c2 28. b4-b2 c2-d2 29. a5-d5 h3-h2 30. g3-g2 j5-j4 31. i1-i2xh2 j4-d4xd3 32. k3-d3xd4 c1-c4 33. f1-c1 c4-d4xd3 34. b6-d6 d4-a4 35. c11-c3 d7-d11 36. d5-d4 a4-b4 37. e2-e3 d11-c11 38. g2-e2 c11-c5 39. d6-d5 c5-a5 40. f8-f1 resigned
white won,491,1. h1-h3 d6-d3 2. a5-b5 f8-i8 3. f10-i10 g5-g2 4. f2-c2 g2-j2 5. k5-i5 f5-h5 6. i5-i2 g6-g2 7. k4-k2xj2 h5-j5 8. j6-j9 f4-k4 9. k2-k3 f6-f4 10. a4-c4 j5-j2 11. k3-k2xj2 k4-k3xk2 12. i2-i4 f4-h4 13. h3-g3xg2 e5-j5 14. g3-h3 j5-j4xi4 15. g1-i1 g7-g2 16. f1-h1 g2-h2xh3 17. k6-k4 h4-i4 18. i1-i3 h2-i2xi3 19. h1-i1 i4-i3 20. c4-i4xj4 i3-j3 21. i4-i3xi2 j3-j1 22. c2-k2xk3 j1-k1
white won,492,1. a8-d8 e7-c7 2. b6-b9 e6-e8 3. d8-c8 d6-d9 4. a6-c6xc7 f7-c7 5. f10-c10 e5-c5xc6 6. c8-b8 c5-c2 7. a4-b4 f6-e6 8. e1-e3 e6-e4 9. f2-d2 f4-f2 10. e3-f3xf2 e4-e2xd2 11. g1-g2 c2-a2 12. d1-d2 c7-c2xd2 13. f1-c1 c2-c3 14. c1-c2 e2-e1 15. c2-c1 a2-a4 16. k4-f4xf5 g6-a6xa5 17. b4-b2 d9-d2 18. d11-d5 a4-a2 19. d5-a5xa6 d2-c2xb2 20. a5-a3xa2 e1-d1 21. f4-d4 g5-b5 22. a3-b3 c2-b2 23. f3-d3xc3 b5-b4xb3 24. d3-b3 b2-b1xc1 25. c10-c1xb1 d1-d3 26. h1-h3 d3-c3 27. d4-c4 b4-a4 28. b3-a3 g7-c7 29. k5-a5xa4 c7-c5xc4 30. b9-c9 c3-b3 31. g2-b2 b3-g3 32. g11-g10 c5-i5 33. h3-i3 i5-j5 34. k7-i7 g3-h3 35. k6-k3 h3-h2 36. k3-k2 f8-f1 37. k2-j2 j5-k5 38. j6-j3 k5-k3 39. i3-i2 h6-j6 40. a3-h3 h2-e2 41. k8-k4 e2-e5 42. j2-k2xk3xk3 e5-k5 43. c9-k9 k5-k8 44. g10-j10 k8-i8 45. h11-i11 j6-i6xi7 46. a7-a9 i8-h8 47. i2-i1 f1-f4 48. timeout
white won,493,1. d1-d3 f4-c4 2. e1-e2 h6-h3 3. k7-j7 f8-i8 4. d11-d9 g7-g10 5. h11-h10xg10 g6-g10 6. d9-g9xg10 e7-e9 7. b6-b9 d6-d10 8. a8-c8 e9-c9 9. g9-d9xc9 i8-d8xd9 10. e11-e8xd8 f6-i6 11. f2-i2 i6-i11 12. j7-j11 i11-i10 13. j11-j10 g5-g10xh10 14. g1-g9xg10 h3-j3 15. g11-i11 i10-i3 16. k4-f4xf5 i3-e3 17. d3-c3 e3-d3 18. a5-c5xc4 d3-d2 19. a4-a2 d2-b2 20. f1-b1 d10-d1 21. resigned
white won,494,1. a8-c8 f4-c4 2. f2-c2 f8-i8 3. f10-i10 g5-j5 4. k4-j4xj5 f5-j5 5. f1-f3 h6-h3 6. k5-k3 d6-d9 7. k3-i3 g7-j7xj6 8. g1-g3xh3 e7-b7 9. d11-d10 f7-c7 10. c8-b8xb7 f6-f9 11. g11-g9 c7-b7 12. b8-b9 e5-b5xb6 13. d1-d8xd9 f9-d9 14. d8-d6xe6 c4-c11 15. a7-a9 c11-d11xd10 16. c2-c11xd11 d9-d10 17. b9-b10 d10-h10 18. h1-h6xg6 j7-j10xi10 19. k8-k10 h10-i10 20. h11-i11 j10-j9 21. k10-j10 i8-k8 22. g9-i9 k8-k10xj10 23. k7-k9xj9xk10 i10-k10 24. k6-j6xj5 k10-k11
white won,495,1. d1-d3 e5-e2 2. g1-g3 h6-h3 3. g3-e3xe2 f4-i4 4. k8-i8 f5-b5 5. a4-b4xb5 f6-f4 6. j6-j3 i4-i2 7. k4-i4 f4-h4 8. h11-h6xg6 g5-g1 9. h1-i1 h4-h5 10. i4-i3xi2 g7-h7xh6 11. g11-g9 h5-c5 12. f10-c10 c5-c1 13. b4-b1 c1-c4 14. k5-k4 c4-c1xb1 15. b6-b1 c1-d1 16. c10-c1 d1-d2 17. b1-b2 d6-d4xd3 18. e3-a3 g1-g2 19. a6-d6xe6 d2-e2xf2 20. i3-i2 e7-d7 21. a5-e5 d4-d5xd6 22. c1-c5xd5 h3-c3 23. e1-c1 d7-d5 24. e5-e4 e2-d2 25. d11-d7 d5-e5 26. e11-e6xe5 d2-d6xe6 27. e4-e8 d6-c6 28. a7-c7 c3-c4xc5 29. g9-g8xf8 f7-f8 30. g8-g10 c6-f6 31. d7-d10 f8-f9 32. k7-k9 f9-b9 33. f11-f9 f6-b6 34. d10-b10 b6-b8 35. g10-c10 b9-d9 36. j3-j10 g2-g11 37. c10-c11 b8-c8 38. timeout
black won,496,1. d1-d3 f4-c4 2. e1-e3 d6-d10 3. d3-d9xd10 e5-d5 4. f1-c1 e6-e4 5. a7-c7 f6-c6 6. a8-c8 d5-d3 7. c1-c3xd3 c6-d6 8. f2-d2 d6-d4 9. k4-h4 f5-f2 10. a5-e5xe4 d4-e4 11. c7-c5xc4 f2-e2xe3 12. j6-j2 e4-e3 13. h1-h3 e2-e1 14. b6-b3 e3-d3 15. d2-b2 f7-f1 16. c3-c1 f8-f2 17. j2-h2 d3-d5 18. k5-i5 d5-d8 19. k8-j8 e7-b7 20. a6-a8 d8-d5 21. b3-b6 g5-f5xe5 22. a8-b8xb7 d5-d8 23. h4-f4xf5 d8-i8 24. f10-i10 h6-h9 25. k7-k9 g7-k7 26. j8-j9 i8-j8 27. i5-j5 j8-i8 28. f4-i4 i8-f8 29. k9-k8xk7 g6-d6 30. b6-c6 d6-d3 31. e11-e7 f8-f3 32. b8-b3 f3-f10 33. d11-d10 f10-f7 34. c6-d6 f7-f4 35. a4-c4 f4-f8 36. c8-e8 resigned
black won,497,1. g1-g2 d6-d3 2. b6-b3 f8-i8 3. f10-i10 g5-j5 4. k4-j4xj5 f5-j5 5. h1-h3 g7-j7xj6 6. k8-j8 h6-j6 7. h11-h8xi8 g6-g9 8. j8-j9 f6-i6 9. h3-i3 i6-i8 10. k7-k8 g9-g8xh8 11. a6-d6xe6 i8-h8 12. g11-h11 h8-h1 13. i3-i1 d3-j3xj4 14. g2-j2 e5-i5 15. k5-k3 j5-k5 16. k6-k7 f4-k4 17. f11-f8xf7 e7-e8xf8 18. a7-i7xj7 k5-k6 19. h11-h3 resigned
